Time frequency,Unit of measure,Direction of flow,National accounts indicator (ESA 2010),Geopolitical entity (reporting),Time,Value,Ranking
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Wielkopolskie,2016,45174.75,525.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Wielkopolskie,2017,46842.42,494.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Wielkopolskie,2018,48845.44,464.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Wielkopolskie,2019,51325.16,427.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Wielkopolskie,2020,53878.69,396.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Wielkopolskie,2021,52514.95,414.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Wielkopolskie,2022,57535.01,356.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Wielkopolskie,2023,61016.95,314.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Zachodniopomorskie,2013,18137.94,1644.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Zachodniopomorskie,2014,18884.74,1607.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Zachodniopomorskie,2015,19560.91,1558.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Zachodniopomorskie,2016,20128.54,1519.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Zachodniopomorskie,2017,20612.81,1482.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Zachodniopomorskie,2018,21617.18,1419.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Zachodniopomorskie,2019,22699.53,1345.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Zachodniopomorskie,2020,23958.32,1273.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Zachodniopomorskie,2021,23564.14,1301.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Zachodniopomorskie,2022,25611.52,1175.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Zachodniopomorskie,2023,26899.68,1105.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Lubuskie,2013,9961.47,2227.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Lubuskie,2014,10379.37,2198.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Lubuskie,2015,10692.74,2177.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Lubuskie,2016,11038.34,2146.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Lubuskie,2017,11343.94,2126.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Lubuskie,2018,11757.34,2083.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Lubuskie,2019,12353.65,2042.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Lubuskie,2020,12995.89,1987.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Lubuskie,2021,12752.77,2003.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Lubuskie,2022,13820.48,1914.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Lubuskie,2023,14682.27,1844.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Dolnośląskie,2013,32459.97,862.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Dolnośląskie,2014,34203.39,799.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Dolnośląskie,2015,35645.24,768.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Dolnośląskie,2016,36762.48,731.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Dolnośląskie,2017,37886.15,695.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Dolnośląskie,2018,39711.24,652.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Dolnośląskie,2019,42165.66,591.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Dolnośląskie,2020,45012.57,530.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Dolnośląskie,2021,43980.38,552.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Dolnośląskie,2022,47391.2,486.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Dolnośląskie,2023,50127.75,440.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Opolskie,2013,9577.01,2255.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Opolskie,2014,9964.57,2226.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Opolskie,2015,10362.09,2200.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Opolskie,2016,10720.68,2175.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Opolskie,2017,10969.38,2153.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Opolskie,2018,11487.0,2110.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Opolskie,2019,12199.71,2051.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Opolskie,2020,12870.15,1997.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Opolskie,2021,12659.32,2012.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Opolskie,2022,13717.27,1926.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Opolskie,2023,14627.69,1852.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Kujawsko-pomorskie,2013,20510.45,1494.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Kujawsko-pomorskie,2014,21248.83,1442.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Kujawsko-pomorskie,2015,21833.12,1407.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Kujawsko-pomorskie,2016,22768.95,1340.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Kujawsko-pomorskie,2017,23502.16,1303.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Kujawsko-pomorskie,2018,24387.11,1242.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Kujawsko-pomorskie,2019,25577.25,1177.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Kujawsko-pomorskie,2020,27115.37,1096.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Kujawsko-pomorskie,2021,26732.68,1114.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Kujawsko-pomorskie,2022,29325.7,989.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Kujawsko-pomorskie,2023,31469.58,904.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Warmińsko-mazurskie,2013,13719.96,1924.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Warmińsko-mazurskie,2014,14102.24,1890.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Warmińsko-mazurskie,2015,14477.97,1860.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Warmińsko-mazurskie,2016,15167.41,1819.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Warmińsko-mazurskie,2017,15568.44,1795.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Warmińsko-mazurskie,2018,16122.96,1767.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Warmińsko-mazurskie,2019,16890.05,1720.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Warmińsko-mazurskie,2020,17923.49,1661.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Warmińsko-mazurskie,2021,17672.92,1678.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Warmińsko-mazurskie,2022,19322.26,1575.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Warmińsko-mazurskie,2023,20499.63,1496.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Pomorskie,2013,24308.05,1249.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Pomorskie,2014,25608.31,1176.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Pomorskie,2015,26460.12,1128.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Pomorskie,2016,27402.17,1083.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Pomorskie,2017,28284.3,1039.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Pomorskie,2018,29711.71,971.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Pomorskie,2019,31477.31,903.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Pomorskie,2020,33274.4,827.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Pomorskie,2021,32966.54,839.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Pomorskie,2022,36030.55,753.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Pomorskie,2023,38083.15,690.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Łódzkie,2013,27548.93,1073.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Łódzkie,2014,28788.41,1007.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Łódzkie,2015,29633.01,978.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Łódzkie,2016,30640.18,932.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Łódzkie,2017,31639.35,897.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Łódzkie,2018,32884.99,845.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Łódzkie,2019,34567.27,790.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Łódzkie,2020,36627.68,739.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Łódzkie,2021,35788.82,761.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Łódzkie,2022,39180.86,662.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Łódzkie,2023,42060.01,596.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Świętokrzyskie,2013,12076.84,2058.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Świętokrzyskie,2014,12501.49,2029.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Świętokrzyskie,2015,12920.57,1993.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Świętokrzyskie,2016,13380.36,1952.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Świętokrzyskie,2017,13832.35,1912.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Świętokrzyskie,2018,14360.82,1865.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Świętokrzyskie,2019,14930.11,1833.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Świętokrzyskie,2020,15706.77,1786.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Świętokrzyskie,2021,15497.54,1800.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Świętokrzyskie,2022,16874.12,1721.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Świętokrzyskie,2023,17950.78,1660.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Lubelskie,2013,20500.88,1495.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Lubelskie,2014,21184.64,1445.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Lubelskie,2015,21610.34,1420.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Lubelskie,2016,22693.53,1347.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Lubelskie,2017,23341.06,1312.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Lubelskie,2018,24054.59,1262.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Lubelskie,2019,25265.11,1196.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Lubelskie,2020,26597.2,1118.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Lubelskie,2021,26095.57,1146.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Lubelskie,2022,28421.92,1029.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Lubelskie,2023,30410.44,941.0
