Time frequency,Unit of measure,Sex,Geopolitical entity (reporting),Time,Value,Ranking
Annual,Percentage,Females,Hungary,2020,12.1,2417.5
Annual,Percentage,Females,Hungary,2021,13.5,2378.5
Annual,Percentage,Females,Hungary,2022,13.3,2389.0
Annual,Percentage,Females,Hungary,2023,15.3,2282.0
Annual,Percentage,Females,Hungary,2024,15.2,2288.5
Annual,Percentage,Females,Malta,2005,18.0,2122.0
Annual,Percentage,Females,Malta,2006,26.7,1678.0
Annual,Percentage,Females,Malta,2007,23.2,1802.0
Annual,Percentage,Females,Malta,2008,21.6,1884.0
Annual,Percentage,Females,Malta,2009,24.1,1754.0
Annual,Percentage,Females,Malta,2010,28.4,1624.5
Annual,Percentage,Females,Malta,2011,17.2,2170.5
Annual,Percentage,Females,Malta,2012,10.4,2452.0
Annual,Percentage,Females,Malta,2013,13.9,2364.0
Annual,Percentage,Females,Malta,2014,15.2,2288.5
Annual,Percentage,Females,Malta,2015,17.0,2188.5
Annual,Percentage,Females,Malta,2016,12.3,2413.5
Annual,Percentage,Females,Malta,2017,10.8,2442.0
Annual,Percentage,Females,Malta,2018,18.0,2122.0
Annual,Percentage,Females,Malta,2019,11.2,2433.5
Annual,Percentage,Females,Malta,2020,10.5,2449.5
Annual,Percentage,Females,Malta,2021,22.0,1865.5
Annual,Percentage,Females,Malta,2022,17.8,2136.0
Annual,Percentage,Females,Malta,2023,13.5,2378.5
Annual,Percentage,Females,Malta,2024,14.7,2313.5
Annual,Percentage,Females,Netherlands,2004,13.6,2374.0
Annual,Percentage,Females,Netherlands,2005,13.6,2374.0
Annual,Percentage,Females,Netherlands,2006,15.5,2273.5
Annual,Percentage,Females,Netherlands,2007,15.3,2282.0
Annual,Percentage,Females,Netherlands,2008,15.6,2267.0
Annual,Percentage,Females,Netherlands,2009,15.4,2277.5
Annual,Percentage,Females,Netherlands,2010,14.6,2316.0
Annual,Percentage,Females,Netherlands,2011,12.9,2399.5
Annual,Percentage,Females,Netherlands,2012,13.1,2396.5
Annual,Percentage,Females,Netherlands,2013,14.3,2338.5
Annual,Percentage,Females,Netherlands,2014,13.2,2393.0
Annual,Percentage,Females,Netherlands,2015,13.9,2364.0
Annual,Percentage,Females,Netherlands,2016,15.0,2301.0
Annual,Percentage,Females,Netherlands,2017,16.3,2236.5
Annual,Percentage,Females,Netherlands,2018,15.9,2257.0
Annual,Percentage,Females,Netherlands,2019,17.3,2161.0
Annual,Percentage,Females,Netherlands,2020,17.6,2143.5
Annual,Percentage,Females,Netherlands,2021,17.5,2150.0
Annual,Percentage,Females,Netherlands,2022,19.4,2027.5
Annual,Percentage,Females,Netherlands,2023,18.9,2075.5
Annual,Percentage,Females,Netherlands,2024,18.7,2086.0
Annual,Percentage,Females,Austria,2004,22.1,1861.0
Annual,Percentage,Females,Austria,2005,20.0,1989.5
Annual,Percentage,Females,Austria,2006,19.7,2005.0
Annual,Percentage,Females,Austria,2007,20.9,1930.0
Annual,Percentage,Females,Austria,2008,17.6,2143.5
Annual,Percentage,Females,Austria,2009,18.8,2081.5
Annual,Percentage,Females,Austria,2010,19.1,2056.5
Annual,Percentage,Females,Austria,2011,13.2,2393.0
Annual,Percentage,Females,Austria,2012,16.8,2201.0
Annual,Percentage,Females,Austria,2013,14.2,2345.5
Annual,Percentage,Females,Austria,2014,13.4,2384.0
Annual,Percentage,Females,Austria,2015,14.3,2338.5
Annual,Percentage,Females,Austria,2016,17.1,2181.0
Annual,Percentage,Females,Austria,2017,15.7,2262.0
Annual,Percentage,Females,Austria,2018,18.4,2101.5
Annual,Percentage,Females,Austria,2019,20.4,1964.0
Annual,Percentage,Females,Austria,2020,20.3,1971.0
Annual,Percentage,Females,Austria,2021,19.0,2067.0
Annual,Percentage,Females,Austria,2022,19.3,2037.0
Annual,Percentage,Females,Austria,2023,19.5,2018.0
Annual,Percentage,Females,Austria,2024,21.1,1915.5
Annual,Percentage,Females,Poland,2004,32.0,1539.5
Annual,Percentage,Females,Poland,2005,30.7,1564.0
Annual,Percentage,Females,Poland,2006,31.3,1550.5
Annual,Percentage,Females,Poland,2007,30.6,1568.0
Annual,Percentage,Females,Poland,2008,30.2,1578.5
Annual,Percentage,Females,Poland,2009,30.3,1575.5
Annual,Percentage,Females,Poland,2010,29.8,1587.5
Annual,Percentage,Females,Poland,2011,14.2,2345.5
Annual,Percentage,Females,Poland,2012,16.1,2246.5
Annual,Percentage,Females,Poland,2013,14.4,2329.0
Annual,Percentage,Females,Poland,2014,14.1,2352.5
Annual,Percentage,Females,Poland,2015,13.6,2374.0
Annual,Percentage,Females,Poland,2016,14.6,2316.0
Annual,Percentage,Females,Poland,2017,14.8,2309.5
Annual,Percentage,Females,Poland,2018,14.0,2359.0
Annual,Percentage,Females,Poland,2019,14.4,2329.0
Annual,Percentage,Females,Poland,2020,15.2,2288.5
Annual,Percentage,Females,Poland,2021,15.6,2267.0
Annual,Percentage,Females,Poland,2022,16.7,2207.0
Annual,Percentage,Females,Poland,2023,19.1,2056.5
Annual,Percentage,Females,Poland,2024,17.5,2150.0
Annual,Percentage,Females,Portugal,2004,29.0,1609.5
Annual,Percentage,Females,Portugal,2005,23.9,1764.5
Annual,Percentage,Females,Portugal,2006,22.7,1829.0
Annual,Percentage,Females,Portugal,2007,24.4,1738.0
Annual,Percentage,Females,Portugal,2008,20.9,1930.0
Annual,Percentage,Females,Portugal,2009,25.3,1715.5
Annual,Percentage,Females,Portugal,2010,28.6,1618.5
Annual,Percentage,Females,Portugal,2011,18.0,2122.0
Annual,Percentage,Females,Portugal,2012,14.4,2329.0
Annual,Percentage,Females,Portugal,2013,13.7,2369.5
Annual,Percentage,Females,Portugal,2014,15.1,2295.5
Annual,Percentage,Females,Portugal,2015,18.1,2114.5
Annual,Percentage,Females,Portugal,2016,18.0,2122.0
Annual,Percentage,Females,Portugal,2017,18.1,2114.5
Annual,Percentage,Females,Portugal,2018,18.0,2122.0
Annual,Percentage,Females,Portugal,2019,17.7,2139.0
Annual,Percentage,Females,Portugal,2020,20.4,1964.0
Annual,Percentage,Females,Portugal,2021,20.8,1940.5
Annual,Percentage,Females,Portugal,2022,20.4,1964.0
Annual,Percentage,Females,Portugal,2023,20.2,1976.5
Annual,Percentage,Females,Portugal,2024,22.7,1829.0
Annual,Percentage,Females,Romania,2005,32.2,1535.0
Annual,Percentage,Females,Romania,2006,31.1,1558.0
Annual,Percentage,Females,Romania,2007,28.5,1622.0
Annual,Percentage,Females,Romania,2008,32.3,1531.5
Annual,Percentage,Females,Romania,2009,32.3,1531.5
Annual,Percentage,Females,Romania,2010,29.3,1600.5
Annual,Percentage,Females,Romania,2011,21.7,1877.5
Annual,Percentage,Females,Romania,2012,21.3,1903.5
Annual,Percentage,Females,Romania,2013,23.5,1788.0
Annual,Percentage,Females,Romania,2014,21.5,1891.0
Annual,Percentage,Females,Romania,2015,27.3,1653.0
Annual,Percentage,Females,Romania,2016,26.3,1688.0
Annual,Percentage,Females,Romania,2017,25.7,1708.5
Annual,Percentage,Females,Romania,2018,23.7,1775.0
Annual,Percentage,Females,Romania,2019,23.5,1788.0
Annual,Percentage,Females,Romania,2020,26.1,1696.0
Annual,Percentage,Females,Romania,2021,25.9,1702.0
Annual,Percentage,Females,Romania,2022,25.2,1717.5
Annual,Percentage,Females,Romania,2023,26.0,1698.5
Annual,Percentage,Females,Romania,2024,27.3,1653.0
Annual,Percentage,Females,Slovenia,2004,30.7,1564.0
Annual,Percentage,Females,Slovenia,2005,29.5,1595.5
Annual,Percentage,Females,Slovenia,2006,26.2,1692.0
Annual,Percentage,Females,Slovenia,2007,24.7,1729.5
Annual,Percentage,Females,Slovenia,2008,26.3,1688.0
Annual,Percentage,Females,Slovenia,2009,24.1,1754.0
Annual,Percentage,Females,Slovenia,2010,25.5,1712.5
Annual,Percentage,Females,Slovenia,2011,15.7,2262.0
Annual,Percentage,Females,Slovenia,2012,14.2,2345.5
Annual,Percentage,Females,Slovenia,2013,12.7,2401.0
Annual,Percentage,Females,Slovenia,2014,13.5,2378.5
Annual,Percentage,Females,Slovenia,2015,16.1,2246.5
Annual,Percentage,Females,Slovenia,2016,17.3,2161.0
Annual,Percentage,Females,Slovenia,2017,16.4,2231.0
Annual,Percentage,Females,Slovenia,2018,16.6,2214.5
Annual,Percentage,Females,Slovenia,2019,19.5,2018.0
Annual,Percentage,Females,Slovenia,2020,17.2,2170.5
Annual,Percentage,Females,Slovenia,2021,16.6,2214.5
Annual,Percentage,Females,Slovenia,2022,17.6,2143.5
Annual,Percentage,Females,Slovenia,2023,17.1,2181.0
Annual,Percentage,Females,Slovenia,2024,19.2,2046.0
Annual,Percentage,Females,Slovakia,2004,32.9,1517.0
Annual,Percentage,Females,Slovakia,2005,30.8,1562.0
Annual,Percentage,Females,Slovakia,2006,32.1,1537.5
Annual,Percentage,Females,Slovakia,2007,33.5,1503.5
Annual,Percentage,Females,Slovakia,2008,32.7,1518.5
Annual,Percentage,Females,Slovakia,2009,32.5,1527.0
Annual,Percentage,Females,Slovakia,2010,34.8,1481.5
Annual,Percentage,Females,Slovakia,2011,17.5,2150.0
Annual,Percentage,Females,Slovakia,2012,13.4,2384.0
Annual,Percentage,Females,Slovakia,2013,9.1,2492.5
Annual,Percentage,Females,Slovakia,2014,12.1,2417.5
Annual,Percentage,Females,Slovakia,2015,12.0,2420.0
Annual,Percentage,Females,Slovakia,2016,9.7,2473.5
Annual,Percentage,Females,Slovakia,2017,14.4,2329.0
Annual,Percentage,Females,Slovakia,2018,13.1,2396.5
Annual,Percentage,Females,Slovakia,2019,14.0,2359.0
Annual,Percentage,Females,Slovakia,2020,15.8,2259.0
Annual,Percentage,Females,Slovakia,2021,14.9,2304.5
Annual,Percentage,Females,Slovakia,2022,14.9,2304.5
Annual,Percentage,Females,Slovakia,2023,17.4,2155.5
Annual,Percentage,Females,Slovakia,2024,17.2,2170.5
Annual,Percentage,Females,Finland,2004,24.1,1754.0
Annual,Percentage,Females,Finland,2005,25.0,1721.0
Annual,Percentage,Females,Finland,2006,23.4,1794.0
Annual,Percentage,Females,Finland,2007,23.7,1775.0
Annual,Percentage,Females,Finland,2008,24.3,1742.5
Annual,Percentage,Females,Finland,2009,24.6,1731.5
Annual,Percentage,Females,Finland,2010,23.7,1775.0
Annual,Percentage,Females,Finland,2011,19.1,2056.5
Annual,Percentage,Females,Finland,2012,20.0,1989.5
Annual,Percentage,Females,Finland,2013,20.7,1947.0
Annual,Percentage,Females,Finland,2014,20.8,1940.5
Annual,Percentage,Females,Finland,2015,22.3,1851.0
Annual,Percentage,Females,Finland,2016,21.0,1921.0
Annual,Percentage,Females,Finland,2017,20.4,1964.0
Annual,Percentage,Females,Finland,2018,19.9,1996.0
Annual,Percentage,Females,Finland,2019,21.1,1915.5
Annual,Percentage,Females,Finland,2020,23.3,1797.5
Annual,Percentage,Females,Finland,2021,23.9,1764.5
Annual,Percentage,Females,Finland,2022,23.8,1769.5
Annual,Percentage,Females,Finland,2023,22.2,1856.0
Annual,Percentage,Females,Finland,2024,22.4,1846.0
Annual,Percentage,Females,Sweden,2004,21.3,1903.5
Annual,Percentage,Females,Sweden,2005,21.4,1897.5
Annual,Percentage,Females,Sweden,2006,21.6,1884.0
Annual,Percentage,Females,Sweden,2007,21.4,1897.5
Annual,Percentage,Females,Sweden,2008,21.2,1909.5
Annual,Percentage,Females,Sweden,2009,21.2,1909.5
Annual,Percentage,Females,Sweden,2010,20.9,1930.0
Annual,Percentage,Females,Sweden,2011,19.0,2067.0
Annual,Percentage,Females,Sweden,2012,19.4,2027.5
Annual,Percentage,Females,Sweden,2013,19.6,2010.5
Annual,Percentage,Females,Sweden,2014,19.1,2056.5
Annual,Percentage,Females,Sweden,2015,18.9,2075.5
Annual,Percentage,Females,Sweden,2016,20.8,1940.5
Annual,Percentage,Females,Sweden,2017,20.9,1930.0
Annual,Percentage,Females,Sweden,2018,20.9,1930.0
Annual,Percentage,Females,Sweden,2019,20.5,1957.5
Annual,Percentage,Females,Sweden,2020,21.3,1903.5
Annual,Percentage,Females,Sweden,2021,21.8,1873.0
Annual,Percentage,Females,Sweden,2022,23.0,1814.0
Annual,Percentage,Females,Sweden,2023,22.8,1823.0
Annual,Percentage,Females,Sweden,2024,24.0,1759.0
Annual,Percentage,Females,Iceland,2011,17.1,2181.0
Annual,Percentage,Females,Iceland,2012,19.2,2046.0
Annual,Percentage,Females,Iceland,2013,17.9,2129.5
Annual,Percentage,Females,Iceland,2014,20.5,1957.5
Annual,Percentage,Females,Iceland,2015,23.0,1814.0
Annual,Percentage,Females,Iceland,2016,21.9,1869.5
Annual,Percentage,Females,Iceland,2017,17.0,2188.5
Annual,Percentage,Females,Iceland,2018,16.9,2195.0
Annual,Percentage,Females,Iceland,2019,19.2,2046.0
Annual,Percentage,Females,Iceland,2020,20.9,1930.0
Annual,Percentage,Females,Iceland,2021,24.1,1754.0
Annual,Percentage,Females,Iceland,2022,20.0,1989.5
Annual,Percentage,Females,Iceland,2023,18.8,2081.5
Annual,Percentage,Females,Iceland,2024,18.6,2091.5
Annual,Percentage,Females,Norway,2011,16.6,2214.5
Annual,Percentage,Females,Norway,2012,16.1,2246.5
Annual,Percentage,Females,Norway,2013,16.0,2253.5
Annual,Percentage,Females,Norway,2014,16.6,2214.5
Annual,Percentage,Females,Norway,2015,18.8,2081.5
Annual,Percentage,Females,Norway,2016,17.2,2170.5
Annual,Percentage,Females,Norway,2017,18.7,2086.0
Annual,Percentage,Females,Norway,2018,22.1,1861.0
Annual,Percentage,Females,Norway,2019,20.6,1952.0
Annual,Percentage,Females,Norway,2020,19.4,2027.5
Annual,Percentage,Females,Norway,2021,19.1,2056.5
Annual,Percentage,Females,Norway,2022,19.8,2000.0
Annual,Percentage,Females,Norway,2023,21.7,1877.5
Annual,Percentage,Females,Norway,2024,21.3,1903.5
Annual,Percentage,Females,Switzerland,2011,12.6,2403.5
Annual,Percentage,Females,Switzerland,2012,13.3,2389.0
Annual,Percentage,Females,Switzerland,2013,14.2,2345.5
Annual,Percentage,Females,Switzerland,2014,13.8,2367.0
Annual,Percentage,Females,Switzerland,2015,14.2,2345.5
Annual,Percentage,Females,Switzerland,2016,15.0,2301.0
Annual,Percentage,Females,Switzerland,2017,15.2,2288.5
Annual,Percentage,Females,Switzerland,2018,14.5,2320.5
Annual,Percentage,Females,Switzerland,2019,16.6,2214.5
Annual,Percentage,Females,Switzerland,2020,16.3,2236.5
Annual,Percentage,Females,Switzerland,2021,16.4,2231.0
Annual,Percentage,Females,Switzerland,2022,16.0,2253.5
Annual,Percentage,Females,Switzerland,2023,16.6,2214.5
Annual,Percentage,Females,Switzerland,2024,17.9,2129.5
Annual,Percentage,Females,United Kingdom,2011,17.9,2129.5
Annual,Percentage,Females,United Kingdom,2012,17.4,2155.5
Annual,Percentage,Females,United Kingdom,2013,15.8,2259.0
Annual,Percentage,Females,United Kingdom,2014,16.5,2224.5
Annual,Percentage,Females,United Kingdom,2015,17.2,2170.5
Annual,Percentage,Females,United Kingdom,2016,16.5,2224.5
Annual,Percentage,Females,United Kingdom,2017,17.6,2143.5
Annual,Percentage,Females,United Kingdom,2018,17.0,2188.5
Annual,Percentage,Females,United Kingdom,2019,17.1,2181.0
Annual,Percentage,Females,Bosnia and Herzegovina,2021,17.8,2136.0
Annual,Percentage,Females,Bosnia and Herzegovina,2022,24.4,1738.0
Annual,Percentage,Females,Bosnia and Herzegovina,2023,19.5,2018.0
Annual,Percentage,Females,Bosnia and Herzegovina,2024,20.3,1971.0
Annual,Percentage,Females,Montenegro,2012,33.0,1515.0
Annual,Percentage,Females,Montenegro,2013,27.1,1659.5
Annual,Percentage,Females,Montenegro,2017,29.4,1598.0
Annual,Percentage,Females,Montenegro,2018,27.6,1644.5
Annual,Percentage,Females,North Macedonia,2011,23.0,1814.0
Annual,Percentage,Females,North Macedonia,2012,23.9,1764.5
Annual,Percentage,Females,North Macedonia,2013,26.5,1683.0
Annual,Percentage,Females,North Macedonia,2014,28.8,1614.5
Annual,Percentage,Females,North Macedonia,2015,21.7,1877.5
Annual,Percentage,Females,North Macedonia,2016,27.3,1653.0
Annual,Percentage,Females,North Macedonia,2017,27.0,1665.5
Annual,Percentage,Females,North Macedonia,2018,24.1,1754.0
Annual,Percentage,Females,North Macedonia,2019,24.4,1738.0
Annual,Percentage,Females,North Macedonia,2020,23.3,1797.5
Annual,Percentage,Females,Serbia,2013,18.5,2097.0
Annual,Percentage,Females,Serbia,2014,14.9,2304.5
Annual,Percentage,Females,Serbia,2015,17.2,2170.5
Annual,Percentage,Females,Serbia,2016,20.8,1940.5
Annual,Percentage,Females,Serbia,2017,22.2,1856.0
Annual,Percentage,Females,Serbia,2018,19.3,2037.0
Annual,Percentage,Females,Serbia,2019,21.6,1884.0
Annual,Percentage,Females,Serbia,2020,25.0,1721.0
Annual,Percentage,Females,Serbia,2021,24.3,1742.5
Annual,Percentage,Females,Serbia,2022,24.0,1759.0
Annual,Percentage,Females,Serbia,2023,22.3,1851.0
Annual,Percentage,Females,Serbia,2024,22.5,1840.5
Annual,Percentage,Females,Türkiye,2011,14.0,2359.0
Annual,Percentage,Females,Türkiye,2012,14.1,2352.5
Annual,Percentage,Females,Türkiye,2013,14.8,2309.5
Annual,Percentage,Females,Türkiye,2014,15.0,2301.0
Annual,Percentage,Females,Türkiye,2015,14.4,2329.0
Annual,Percentage,Females,Türkiye,2016,13.6,2374.0
Annual,Percentage,Females,Türkiye,2017,13.4,2384.0
Annual,Percentage,Females,Türkiye,2018,14.4,2329.0
Annual,Percentage,Females,Türkiye,2019,13.4,2384.0
Annual,Percentage,Females,Türkiye,2020,16.7,2207.0
Annual,Percentage,Females,Türkiye,2021,17.1,2181.0
Annual,Percentage,Females,Türkiye,2022,19.6,2010.5
Annual,Percentage,Females,Türkiye,2023,20.5,1957.5
Annual,Percentage,Females,Türkiye,2024,21.8,1873.0
